Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_ClickUpdate_Delete,Chrome 71.0.3578.98,,2019-01-31 15:37:56,2019-01-31 15:39:06,1m - 10.236s,PASSED
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-31 15:37:56,2019-01-31 15:38:18,22.268s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-01-31 15:37:57,2019-01-31 15:38:16,19.160s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-01-31 15:38:16,2019-01-31 15:38:18,1.678s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-01-31 15:38:18,2019-01-31 15:38:18,0.108s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Search""))",Chrome 71.0.3578.98,,2019-01-31 15:38:18,2019-01-31 15:38:18,0.702s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Update and Delete test,Chrome 71.0.3578.98,,2019-01-31 15:38:18,2019-01-31 15:38:22,3.814s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-31 15:38:19,2019-01-31 15:38:20,1.058s,PASSED
"pk_Functions.CS_ClickingonUpdateorDeletebutton.SelectRecordFromWebtableFun(ActionType, 0, 3, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", ""Event Group Management/MOF_NE_Event Group ManagementData"", ""Sheet1"", Code)",Chrome 71.0.3578.98,,2019-01-31 15:38:20,2019-01-31 15:38:22,2.143s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Update and Delete test,Chrome 71.0.3578.98,,2019-01-31 15:38:22,2019-01-31 15:38:30,7.720s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-31 15:38:22,2019-01-31 15:38:23,1.002s,PASSED
"pk_Functions.CS_ClickingonUpdateorDeletebutton.SelectRecordFromWebtableFun(ActionType, 0, 3, ""Event Group Management/MOF_NE_Event Group ManagementObjectRepository"", ""Sheet1"", ""Event Group Management/MOF_NE_Event Group ManagementData"", ""Sheet1"", Code)",Chrome 71.0.3578.98,,2019-01-31 15:38:23,2019-01-31 15:38:30,6.672s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Update and Delete test,Chrome 71.0.3578.98,,2019-01-31 15:38:30,2019-01-31 15:38:38,7.736s,PASSED
delay(1),Chrome 71.0.3578.98,,2019-01-31 15:38:30,2019-01-31 15:38:31,1.002s,PASSED
