Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_EGMFullScenario,Chrome 71.0.3578.98,,2019-02-14 12:05:46,2019-02-14 12:06:37,50.531s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-02-14 12:05:47,2019-02-14 12:06:03,16.417s,PASSED
"pk_Functions.CS_Login.LoginFun(findTestObject(null), ""http://192.168.0.190:8080/mof/#/"", findTestObject(""Login/Username""), findTestObject(""Login/Password""), ""AAttia"", ""123"", findTestObject(""Login/Login""))",Chrome 71.0.3578.98,,2019-02-14 12:05:47,2019-02-14 12:06:03,15.930s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Select_Screen,Chrome 71.0.3578.98,,2019-02-14 12:06:03,2019-02-14 12:06:08,5.326s,PASSED
"click(findTestObject(""NE_SideMenu""))",Chrome 71.0.3578.98,,2019-02-14 12:06:03,2019-02-14 12:06:05,1.652s,PASSED
"click(findTestObject(""NE_EventGroupManagement""))",Chrome 71.0.3578.98,,2019-02-14 12:06:05,2019-02-14 12:06:05,0.099s,PASSED
"click(findTestObject(""Event Group Managemnt/BTN_Search""))",Chrome 71.0.3578.98,,2019-02-14 12:06:05,2019-02-14 12:06:06,1.134s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 12:06:06,2019-02-14 12:06:08,2.032s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 12:06:08,2019-02-14 12:06:20,11.647s,ERROR
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 12:06:09,2019-02-14 12:06:20,11.322s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 12:06:20,2019-02-14 12:06:31,10.655s,ERROR
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 12:06:20,2019-02-14 12:06:31,10.619s,ERROR
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 12:06:31,2019-02-14 12:06:33,2.004s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 12:06:31,2019-02-14 12:06:31,0.000s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 12:06:31,2019-02-14 12:06:33,2.000s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 12:06:33,2019-02-14 12:06:35,2.012s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 12:06:33,2019-02-14 12:06:33,0.000s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 12:06:33,2019-02-14 12:06:35,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-02-14 12:06:35,2019-02-14 12:06:37,2.021s,PASSED
"if (search == ""SearchYes"")",Chrome 71.0.3578.98,,2019-02-14 12:06:35,2019-02-14 12:06:35,0.000s,PASSED
delay(2),Chrome 71.0.3578.98,,2019-02-14 12:06:35,2019-02-14 12:06:37,2.001s,PASSED
