Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management (1),Chrome 71.0.3578.98,,2019-01-27 13:19:32,2019-01-27 13:23:25,3m - 53.334s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-27 13:19:32,2019-01-27 13:19:46,13.779s,PASSED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-27 13:19:33,2019-01-27 13:19:46,13.214s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 13:19:46,2019-01-27 13:20:00,13.246s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 13:19:47,2019-01-27 13:19:59,11.782s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 13:19:59,2019-01-27 13:20:00,1.003s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 13:20:00,2019-01-27 13:20:08,8.130s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 13:20:00,2019-01-27 13:20:07,7.097s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 13:20:07,2019-01-27 13:20:08,1.005s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 13:20:08,2019-01-27 13:20:16,8.113s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 13:20:08,2019-01-27 13:20:15,7.090s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 13:20:15,2019-01-27 13:20:16,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 13:20:16,2019-01-27 13:20:24,8.101s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 13:20:16,2019-01-27 13:20:23,7.076s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 13:20:23,2019-01-27 13:20:24,1.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 13:20:24,2019-01-27 13:20:32,8.035s,PASSED
