Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management (1),Chrome 71.0.3578.98,,2019-01-27 09:25:46,2019-01-27 09:29:34,3m - 48.248s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-27 09:25:46,2019-01-27 09:26:14,27.707s,PASSED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-27 09:25:47,2019-01-27 09:26:14,27.141s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:26:14,2019-01-27 09:26:27,13.258s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:26:14,2019-01-27 09:26:26,11.841s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:26:26,2019-01-27 09:26:27,1.004s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:26:27,2019-01-27 09:26:35,7.990s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:26:27,2019-01-27 09:26:34,6.974s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:26:34,2019-01-27 09:26:35,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:26:35,2019-01-27 09:26:43,8.145s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:26:35,2019-01-27 09:26:42,7.142s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:26:42,2019-01-27 09:26:43,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:26:43,2019-01-27 09:26:51,8.071s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:26:43,2019-01-27 09:26:50,7.060s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:26:50,2019-01-27 09:26:51,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:26:51,2019-01-27 09:27:00,8.073s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:26:51,2019-01-27 09:26:59,7.065s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:26:59,2019-01-27 09:27:00,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:00,2019-01-27 09:27:08,7.994s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:27:00,2019-01-27 09:27:07,6.984s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:07,2019-01-27 09:27:08,1.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:08,2019-01-27 09:27:15,7.967s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:27:08,2019-01-27 09:27:14,6.941s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:14,2019-01-27 09:27:15,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:15,2019-01-27 09:27:24,8.088s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-27 09:27:16,2019-01-27 09:27:23,7.073s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:23,2019-01-27 09:27:24,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:24,2019-01-27 09:27:26,2.463s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:24,2019-01-27 09:27:24,0.238s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:24,2019-01-27 09:27:26,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:26,2019-01-27 09:27:26,0.326s,ERROR
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:26,2019-01-27 09:27:26,0.312s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:26,2019-01-27 09:27:27,0.138s,ERROR
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:26,2019-01-27 09:27:27,0.136s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:27,2019-01-27 09:27:27,0.295s,ERROR
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:27,2019-01-27 09:27:27,0.275s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:27,2019-01-27 09:27:29,2.315s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:27,2019-01-27 09:27:27,0.306s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:27,2019-01-27 09:27:29,2.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:29,2019-01-27 09:27:31,2.360s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:29,2019-01-27 09:27:29,0.346s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:29,2019-01-27 09:27:31,2.003s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:31,2019-01-27 09:27:34,2.439s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:32,2019-01-27 09:27:32,0.418s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:32,2019-01-27 09:27:34,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Insert,Chrome 71.0.3578.98,,2019-01-27 09:27:34,2019-01-27 09:27:36,2.510s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:27:34,2019-01-27 09:27:34,0.488s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:34,2019-01-27 09:27:36,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:27:36,2019-01-27 09:27:49,12.777s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:27:37,2019-01-27 09:27:45,8.226s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:45,2019-01-27 09:27:47,2.001s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:27:47,2019-01-27 09:27:47,0.313s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:47,2019-01-27 09:27:49,2.003s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:27:49,2019-01-27 09:28:02,12.526s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:27:49,2019-01-27 09:27:58,8.344s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:27:58,2019-01-27 09:28:00,2.001s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:28:00,2019-01-27 09:28:00,0.170s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:00,2019-01-27 09:28:02,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:28:02,2019-01-27 09:28:14,12.505s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:28:02,2019-01-27 09:28:10,8.228s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:10,2019-01-27 09:28:12,2.001s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:28:12,2019-01-27 09:28:12,0.263s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:12,2019-01-27 09:28:14,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:28:14,2019-01-27 09:28:27,12.460s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:28:14,2019-01-27 09:28:23,8.269s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:23,2019-01-27 09:28:25,2.002s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:28:25,2019-01-27 09:28:25,0.168s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:25,2019-01-27 09:28:27,2.004s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:28:27,2019-01-27 09:28:39,12.518s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:28:27,2019-01-27 09:28:35,8.318s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:35,2019-01-27 09:28:37,2.002s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:28:37,2019-01-27 09:28:37,0.184s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:37,2019-01-27 09:28:39,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:28:39,2019-01-27 09:28:54,15.057s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:28:39,2019-01-27 09:28:48,8.334s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:48,2019-01-27 09:28:52,4.447s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:28:52,2019-01-27 09:28:52,0.255s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:28:52,2019-01-27 09:28:54,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:28:54,2019-01-27 09:29:07,12.681s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:28:54,2019-01-27 09:29:03,8.405s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:03,2019-01-27 09:29:05,2.001s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:29:05,2019-01-27 09:29:05,0.246s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:05,2019-01-27 09:29:07,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:07,2019-01-27 09:29:20,12.637s,PASSED
pk_Functions.CS_SelectRecordFromWebtable_IPO.SelectRecordFromWebtableFun,Chrome 71.0.3578.98,,2019-01-27 09:29:07,2019-01-27 09:29:15,8.400s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:15,2019-01-27 09:29:17,2.001s,PASSED
pk_Functions.CS_SpecificPageData.DataFun,Chrome 71.0.3578.98,,2019-01-27 09:29:17,2019-01-27 09:29:18,0.218s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:18,2019-01-27 09:29:20,2.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:20,2019-01-27 09:29:22,2.590s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:20,2019-01-27 09:29:20,0.357s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:20,2019-01-27 09:29:22,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:22,2019-01-27 09:29:25,2.402s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:22,2019-01-27 09:29:23,0.400s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:23,2019-01-27 09:29:25,2.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:25,0.186s,ERROR
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:25,0.170s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:25,0.209s,ERROR
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:25,0.209s,FAILED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:27,2.045s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:25,0.043s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:25,2019-01-27 09:29:27,2.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:27,2019-01-27 09:29:29,2.403s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:27,2019-01-27 09:29:27,0.384s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:27,2019-01-27 09:29:29,2.001s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:29,2019-01-27 09:29:32,2.319s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:29,2019-01-27 09:29:30,0.318s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:30,2019-01-27 09:29:32,2.000s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Verify_Delete,Chrome 71.0.3578.98,,2019-01-27 09:29:32,2019-01-27 09:29:34,2.081s,PASSED
pk_Functions.CS_ValidateSearchParameters.ValidateSearchParameters,Chrome 71.0.3578.98,,2019-01-27 09:29:32,2019-01-27 09:29:32,0.059s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-27 09:29:32,2019-01-27 09:29:34,2.000s,PASSED
