Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_Event Group Management (1),Chrome 71.0.3578.98,,2019-01-23 10:00:29,2019-01-23 10:02:50,2m - 20.661s,ERROR
,,,,,,
Test Cases/TC_Login,Chrome 71.0.3578.98,,2019-01-23 10:00:29,2019-01-23 10:00:46,16.453s,PASSED
pk_Functions.CS_Login.LoginFun,Chrome 71.0.3578.98,,2019-01-23 10:00:30,2019-01-23 10:00:46,15.967s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-23 10:00:46,2019-01-23 10:00:59,13.402s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-23 10:00:46,2019-01-23 10:00:58,11.810s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-23 10:00:58,2019-01-23 10:00:59,1.005s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-23 10:00:59,2019-01-23 10:01:07,8.132s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-23 10:00:59,2019-01-23 10:01:06,7.109s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-23 10:01:06,2019-01-23 10:01:07,1.003s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-23 10:01:07,2019-01-23 10:01:15,8.091s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-23 10:01:07,2019-01-23 10:01:14,7.069s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-23 10:01:14,2019-01-23 10:01:15,1.002s,PASSED
,,,,,,
Test Cases/Event Group Management/TC_Insert,Chrome 71.0.3578.98,,2019-01-23 10:01:15,2019-01-23 10:01:24,8.090s,PASSED
pk_Functions.CS_AllPageData.AllPageDataFun,Chrome 71.0.3578.98,,2019-01-23 10:01:15,2019-01-23 10:01:23,7.081s,PASSED
delay,Chrome 71.0.3578.98,,2019-01-23 10:01:23,2019-01-23 10:01:24,1.002s,PASSED
,,,,,,
